...1,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
138,S99973704,Canada Goose,Branta canadensis,2022-01-02,16:08:00,32,25,US-OK,36.215678,-95.933325,582,1,2022
139,S68330982,Canada Goose,Branta canadensis,2020-05-03,10:37:00,2,154,US-OK,36.2213571,-95.9341192,140,5,2020
140,S54964350,Canada Goose,Branta canadensis,2019-04-14,17:06:00,6,99,US-OK,36.2235555,-95.9005058,62,4,2019
141,S51186467,Canada Goose,Branta canadensis,2019-01-01,15:57:00,5,75,US-OK,36.1189623,-95.9855793,79,1,2019
142,S65697899,Canada Goose,Branta canadensis,2020-03-11,18:58:00,36,47,US-OK,36.1166302,-95.9907184,281,3,2020
143,S66376442,Canada Goose,Branta canadensis,2020-03-29,13:51:00,2,30,US-OK,36.1431728,-96.2771857,59,3,2020
144,S64885104,Canada Goose,Branta canadensis,2020-02-22,09:33:00,2,45,US-OK,35.872406,-95.401213,153,2,2020
145,S64885094,Canada Goose,Branta canadensis,2020-02-22,11:10:00,10,8,US-OK,35.9384235,-95.2776295,707,2,2020
146,S64885085,Canada Goose,Branta canadensis,2020-02-22,11:32:00,9,113,US-OK,35.9322711,-95.2811987,331,2,2020
147,S82037948,Canada Goose,Branta canadensis,2021-02-20,17:15:00,200,4,US-OK,35.9664503,-95.4937384,696,2,2021
306,S21177034,Mallard,Anas platyrhynchos,2015-01-03,14:00:00,4,90,US-IL,39.924334,-91.4148653,11,1,2015
307,S22598375,Mallard,Anas platyrhynchos,2015-03-30,16:30:00,4,30,US-VT,43.7829965,-73.3154315,81,3,2015
308,S22635608,Mallard,Anas platyrhynchos,2015-04-01,16:30:00,6,20,US-VT,43.7829965,-73.3154315,16,4,2015
309,S100219404,Mallard,Anas platyrhynchos,2022-01-06,07:51:00,3,42,US-AZ,33.42175,-112.0733,34,1,2022
310,S1612893,Mallard,Anas platyrhynchos,2004-02-22,13:00:00,42,60,US-CA,38.298008,-119.226204,224,2,2004
311,S79023070,Mallard,Anas platyrhynchos,2021-01-04,13:24:00,3,273,US-OK,36.8630914,-96.5667034,69,1,2021
312,S54632771,Mallard,Anas platyrhynchos,2019-04-06,11:20:00,1,122,US-OK,36.2081998,-96.0600758,40,4,2019
313,S77745729,Mallard,Anas platyrhynchos,2020-12-20,11:59:00,8,72,US-OK,36.2081998,-96.0600758,57,12,2020
314,S80524373,Mallard,Anas platyrhynchos,2021-02-06,10:33:00,7,93,US-OK,36.2081998,-96.0600758,58,2,2021
315,S103266888,Mallard,Anas platyrhynchos,2022-02-20,14:05:00,6,65,US-OK,36.2081998,-96.0600758,29,2,2022
316,S56366335,Mallard,Anas platyrhynchos,2019-05-16,15:09:00,1,80,US-MO,38.70534,-90.74048,46,5,2019
317,S20964481,Mallard,Anas platyrhynchos,2014-12-20,09:30:00,25,150,US-MO,38.8719313,-90.1843917,469,12,2014
318,S40744474,Mallard,Anas platyrhynchos,2017-11-26,08:49:00,42,24,US-MO,38.8719313,-90.1843917,223,11,2017
319,S41155853,Mallard,Anas platyrhynchos,2017-12-17,12:40:00,6,106,US-MO,38.6228053,-90.344224,108,12,2017
320,S21519811,Mallard,Anas platyrhynchos,2015-01-24,12:30:00,8,60,US-MO,38.5240964,-90.2668691,37,1,2015
321,S17855769,Mallard,Anas platyrhynchos,2014-04-12,08:45:00,1,120,US-MO,38.690995,-90.2349186,200,4,2014
322,S16771971,Mallard,Anas platyrhynchos,2014-02-02,16:00:00,12,30,US-MO,38.5615895,-90.2653885,193,2,2014
323,S17365487,Mallard,Anas platyrhynchos,2014-03-08,09:10:00,30,20,US-MO,38.614255,-90.2916527,84,3,2014
324,S16536879,Mallard,Anas platyrhynchos,2014-01-27,14:30:00,103,45,US-MO,38.6389068,-90.2853806,275,1,2014
325,S17223714,Mallard,Anas platyrhynchos,2014-02-27,08:40:00,43,45,US-MO,38.6389068,-90.2853806,237,2,2014
326,S17294044,Mallard,Anas platyrhynchos,2014-03-04,08:15:00,6,45,US-MO,38.6389068,-90.2853806,92,3,2014
327,S17324171,Mallard,Anas platyrhynchos,2014-03-05,08:20:00,49,50,US-MO,38.6389068,-90.2853806,167,3,2014
328,S17334391,Mallard,Anas platyrhynchos,2014-03-06,08:20:00,47,55,US-MO,38.6389068,-90.2853806,214,3,2014
329,S17345055,Mallard,Anas platyrhynchos,2014-03-07,08:20:00,36,55,US-MO,38.6389068,-90.2853806,276,3,2014
330,S17377851,Mallard,Anas platyrhynchos,2014-03-09,15:45:00,25,80,US-MO,38.6389068,-90.2853806,118,3,2014
331,S17410868,Mallard,Anas platyrhynchos,2014-03-12,08:20:00,8,45,US-MO,38.6389068,-90.2853806,257,3,2014
332,S17437862,Mallard,Anas platyrhynchos,2014-03-14,08:00:00,19,60,US-MO,38.6389068,-90.2853806,181,3,2014
333,S17543272,Mallard,Anas platyrhynchos,2014-03-20,09:20:00,2,80,US-MO,38.6389068,-90.2853806,102,3,2014
334,S17697161,Mallard,Anas platyrhynchos,2014-04-01,13:00:00,4,0,US-MO,38.6389068,-90.2853806,7,4,2014
335,S17701725,Mallard,Anas platyrhynchos,2014-04-01,18:30:00,6,25,US-MO,38.6389068,-90.2853806,35,4,2014
336,S17716042,Mallard,Anas platyrhynchos,2014-04-02,16:00:00,7,40,US-MO,38.6389068,-90.2853806,134,4,2014
337,S17760108,Mallard,Anas platyrhynchos,2014-04-05,18:00:00,9,30,US-MO,38.6389068,-90.2853806,145,4,2014
338,S17798169,Mallard,Anas platyrhynchos,2014-04-07,18:00:00,4,45,US-MO,38.6389068,-90.2853806,96,4,2014
339,S17841108,Mallard,Anas platyrhynchos,2014-04-11,09:30:00,3,60,US-MO,38.6389068,-90.2853806,103,4,2014
340,S17891506,Mallard,Anas platyrhynchos,2014-04-14,09:00:00,4,90,US-MO,38.6389068,-90.2853806,203,4,2014
341,S17931688,Mallard,Anas platyrhynchos,2014-04-17,08:00:00,8,120,US-MO,38.6389068,-90.2853806,307,4,2014
342,S17944532,Mallard,Anas platyrhynchos,2014-04-18,08:45:00,6,10,US-MO,38.6389068,-90.2853806,45,4,2014
343,S18038666,Mallard,Anas platyrhynchos,2014-04-22,18:30:00,1,75,US-MO,38.6389068,-90.2853806,76,4,2014
344,S18044118,Mallard,Anas platyrhynchos,2014-04-23,12:00:00,2,45,US-MO,38.6389068,-90.2853806,62,4,2014
345,S18164541,Mallard,Anas platyrhynchos,2014-05-01,08:30:00,2,60,US-MO,38.6389068,-90.2853806,91,5,2014
346,S18178852,Mallard,Anas platyrhynchos,2014-05-02,08:15:00,4,60,US-MO,38.6389068,-90.2853806,115,5,2014
347,S18284435,Mallard,Anas platyrhynchos,2014-05-08,08:20:00,3,90,US-MO,38.6389068,-90.2853806,130,5,2014
348,S18310479,Mallard,Anas platyrhynchos,2014-05-09,18:00:00,6,60,US-MO,38.6389068,-90.2853806,87,5,2014
349,S18346956,Mallard,Anas platyrhynchos,2014-05-11,18:30:00,4,60,US-MO,38.6389068,-90.2853806,121,5,2014
350,S18767759,Mallard,Anas platyrhynchos,2014-06-12,08:30:00,8,60,US-MO,38.6389068,-90.2853806,77,6,2014
351,S19781842,Mallard,Anas platyrhynchos,2014-09-09,08:30:00,25,45,US-MO,38.6389068,-90.2853806,74,9,2014
352,S19854966,Mallard,Anas platyrhynchos,2014-09-16,18:30:00,18,45,US-MO,38.6389068,-90.2853806,58,9,2014
353,S20016034,Mallard,Anas platyrhynchos,2014-10-03,08:45:00,25,45,US-MO,38.6389068,-90.2853806,189,10,2014
354,S20047706,Mallard,Anas platyrhynchos,2014-10-06,08:45:00,12,60,US-MO,38.6389068,-90.2853806,105,10,2014
355,S20070906,Mallard,Anas platyrhynchos,2014-10-08,07:45:00,18,45,US-MO,38.6389068,-90.2853806,120,10,2014
356,S20416528,Mallard,Anas platyrhynchos,2014-11-02,11:00:00,12,30,US-MO,38.6389068,-90.2853806,32,11,2014
357,S20808342,Mallard,Anas platyrhynchos,2014-12-06,10:00:00,25,60,US-MO,38.6389068,-90.2853806,34,12,2014
358,S20893308,Mallard,Anas platyrhynchos,2014-12-13,10:30:00,30,120,US-MO,38.6389068,-90.2853806,144,12,2014
359,S20974801,Mallard,Anas platyrhynchos,2014-12-21,09:15:00,35,165,US-MO,38.6389068,-90.2853806,157,12,2014
360,S20987277,Mallard,Anas platyrhynchos,2014-12-22,09:30:00,40,60,US-MO,38.6389068,-90.2853806,177,12,2014
361,S20997656,Mallard,Anas platyrhynchos,2014-12-23,08:30:00,35,30,US-MO,38.6389068,-90.2853806,74,12,2014
362,S21095947,Mallard,Anas platyrhynchos,2014-12-31,08:00:00,65,120,US-MO,38.6389068,-90.2853806,322,12,2014
363,S21145290,Mallard,Anas platyrhynchos,2015-01-02,09:00:00,25,5,US-MO,38.6389068,-90.2853806,119,1,2015
364,S21322331,Mallard,Anas platyrhynchos,2015-01-12,09:20:00,45,30,US-MO,38.6389068,-90.2853806,195,1,2015
365,S21350144,Mallard,Anas platyrhynchos,2015-01-14,02:30:00,55,60,US-MO,38.6389068,-90.2853806,152,1,2015
366,S21378003,Mallard,Anas platyrhynchos,2015-01-16,16:45:00,22,15,US-MO,38.6389068,-90.2853806,59,1,2015
367,S21419958,Mallard,Anas platyrhynchos,2015-01-19,08:30:00,12,0,US-MO,38.6389068,-90.2853806,25,1,2015
368,S21499852,Mallard,Anas platyrhynchos,2015-01-22,10:30:00,12,30,US-MO,38.6389068,-90.2853806,85,1,2015
369,S22257298,Mallard,Anas platyrhynchos,2015-03-09,13:00:00,18,20,US-MO,38.6389068,-90.2853806,51,3,2015
370,S22360906,Mallard,Anas platyrhynchos,2015-03-15,09:00:00,16,120,US-MO,38.6389068,-90.2853806,157,3,2015
371,S22387893,Mallard,Anas platyrhynchos,2015-03-16,18:00:00,2,30,US-MO,38.6389068,-90.2853806,35,3,2015
372,S22729778,Mallard,Anas platyrhynchos,2015-04-06,18:30:00,4,45,US-MO,38.6389068,-90.2853806,44,4,2015
373,S22776681,Mallard,Anas platyrhynchos,2015-04-09,18:20:00,2,25,US-MO,38.6389068,-90.2853806,42,4,2015
374,S23140528,Mallard,Anas platyrhynchos,2015-04-30,07:00:00,8,105,US-MO,38.6389068,-90.2853806,150,4,2015
375,S23261547,Mallard,Anas platyrhynchos,2015-05-05,19:00:00,6,45,US-MO,38.6389068,-90.2853806,54,5,2015
376,S23471799,Mallard,Anas platyrhynchos,2015-05-13,08:00:00,6,120,US-MO,38.6389068,-90.2853806,81,5,2015
377,S23465605,Mallard,Anas platyrhynchos,2015-05-15,18:30:00,6,30,US-MO,38.6389068,-90.2853806,104,5,2015
378,S25963234,Mallard,Anas platyrhynchos,2015-11-22,08:30:00,8,45,US-MO,38.6389068,-90.2853806,78,11,2015
379,S29265867,Mallard,Anas platyrhynchos,2016-04-27,08:00:00,2,45,US-MO,38.6389068,-90.2853806,87,4,2016
380,S29505290,Mallard,Anas platyrhynchos,2016-05-08,13:30:00,4,90,US-MO,38.6383932,-90.267979,43,5,2016
381,S31926545,Mallard,Anas platyrhynchos,2016-10-06,12:00:00,2,60,US-MO,38.6389068,-90.2853806,82,10,2016
382,S32025863,Mallard,Anas platyrhynchos,2016-10-13,13:15:00,4,60,US-MO,38.6389068,-90.2853806,32,10,2016
383,S33616660,Mallard,Anas platyrhynchos,2017-01-12,07:00:00,12,90,US-MO,38.6389068,-90.2853806,272,1,2017
384,S33780633,Mallard,Anas platyrhynchos,2017-01-19,07:01:00,8,56,US-MO,38.6389068,-90.2853806,240,1,2017
385,S33809874,Mallard,Anas platyrhynchos,2017-01-20,16:26:00,12,59,US-MO,38.6389068,-90.2853806,188,1,2017
386,S35533959,Mallard,Anas platyrhynchos,2017-03-30,07:05:00,15,100,US-MO,38.6389068,-90.2853806,283,3,2017
387,S35698031,Mallard,Anas platyrhynchos,2017-04-04,07:00:00,10,127,US-MO,38.6389068,-90.2853806,369,4,2017
388,S35861224,Mallard,Anas platyrhynchos,2017-04-10,18:06:00,2,68,US-MO,38.6389068,-90.2853806,28,4,2017
389,S35918417,Mallard,Anas platyrhynchos,2017-04-13,06:59:00,5,109,US-MO,38.6389068,-90.2853806,247,4,2017
390,S35959752,Mallard,Anas platyrhynchos,2017-04-14,17:47:00,1,88,US-MO,38.6389068,-90.2853806,53,4,2017
391,S36118134,Mallard,Anas platyrhynchos,2017-04-20,07:00:00,5,98,US-MO,38.6389068,-90.2853806,237,4,2017
392,S36198905,Mallard,Anas platyrhynchos,2017-04-23,08:13:00,4,173,US-MO,38.6389068,-90.2853806,137,4,2017
393,S36305628,Mallard,Anas platyrhynchos,2017-04-27,06:56:00,4,121,US-MO,38.6389068,-90.2853806,260,4,2017
394,S36497526,Mallard,Anas platyrhynchos,2017-05-02,18:56:00,1,58,US-MO,38.6389068,-90.2853806,40,5,2017
395,S36840525,Mallard,Anas platyrhynchos,2017-05-13,18:00:00,3,45,US-MO,38.6389068,-90.2853806,114,5,2017
396,S36956314,Mallard,Anas platyrhynchos,2017-05-18,07:04:00,10,126,US-MO,38.6389068,-90.2853806,140,5,2017
397,S37374545,Mallard,Anas platyrhynchos,2017-06-04,07:53:00,2,118,US-MO,38.6389068,-90.2853806,108,6,2017
398,S38541052,Mallard,Anas platyrhynchos,2017-08-08,07:05:00,45,85,US-MO,38.6389068,-90.2853806,281,8,2017
399,S42135357,Mallard,Anas platyrhynchos,2018-01-21,13:37:00,21,127,US-MO,38.6389068,-90.2853806,275,1,2018
400,S42619189,Mallard,Anas platyrhynchos,2018-02-09,12:43:00,6,25,US-MO,38.6389068,-90.2853806,22,2,2018
401,S44103398,Mallard,Anas platyrhynchos,2018-03-30,19:12:00,15,32,US-MO,38.6389068,-90.2853806,104,3,2018
402,S45158368,Mallard,Anas platyrhynchos,2018-05-01,18:23:00,4,86,US-MO,38.6389068,-90.2853806,67,5,2018
403,S49551085,Mallard,Anas platyrhynchos,2018-10-25,13:30:00,6,70,US-MO,38.6389068,-90.2853806,63,10,2018
404,S89689436,Mallard,Anas platyrhynchos,2021-06-05,17:55:00,2,85,US-MO,38.6383932,-90.267979,56,6,2021
405,S89715685,Mallard,Anas platyrhynchos,2021-06-06,08:01:00,2,74,US-MO,38.6389068,-90.2853806,57,6,2021
406,S17251602,Mallard,Anas platyrhynchos,2014-03-01,12:30:00,2,60,US-MO,38.63304,-90.29158,58,3,2014
407,S36599002,Mallard,Anas platyrhynchos,2017-05-06,16:10:00,2,42,US-MO,38.6259678,-90.1853703,39,5,2017
408,S13421647,Mallard,Anas platyrhynchos,2013-03-16,14:00:00,4,0,US-MO,38.6129807,-90.2593803,106,3,2013
409,S17575595,Mallard,Anas platyrhynchos,2014-03-23,15:30:00,2,90,US-MO,38.6129807,-90.2593803,123,3,2014
410,S18317547,Mallard,Anas platyrhynchos,2014-05-10,07:30:00,2,240,US-MO,38.6129807,-90.2593803,130,5,2014
411,S21011399,Mallard,Anas platyrhynchos,2014-12-24,12:00:00,2,120,US-MO,38.6129807,-90.2593803,48,12,2014
412,S22239405,Mallard,Anas platyrhynchos,2015-03-08,11:45:00,12,120,US-MO,38.6129807,-90.2593803,75,3,2015
413,S22828782,Mallard,Anas platyrhynchos,2015-04-12,11:00:00,6,150,US-MO,38.6129807,-90.2593803,112,4,2015
414,S23326412,Mallard,Anas platyrhynchos,2015-05-09,07:00:00,5,180,US-MO,38.6129807,-90.2593803,134,5,2015
415,S28837436,Mallard,Anas platyrhynchos,2016-04-09,09:15:00,4,120,US-MO,38.6129807,-90.2593803,60,4,2016
416,S37507879,Mallard,Anas platyrhynchos,2017-06-10,08:50:00,2,90,US-MO,38.6129807,-90.2593803,56,6,2017
417,S41266689,Mallard,Anas platyrhynchos,2017-12-23,08:41:00,21,80,US-MO,38.6129807,-90.2593803,58,12,2017
418,S43760440,Mallard,Anas platyrhynchos,2018-03-18,15:54:00,2,71,US-MO,38.6129807,-90.2593803,74,3,2018
419,S44377158,Mallard,Anas platyrhynchos,2018-04-08,16:11:00,4,62,US-MO,38.6129807,-90.2593803,53,4,2018
420,S45362421,Mallard,Anas platyrhynchos,2018-05-06,09:35:00,3,134,US-MO,38.6129807,-90.2593803,86,5,2018
421,S38628943,Mallard,Anas platyrhynchos,2017-08-13,15:48:00,24,55,US-MO,38.5605873,-90.2872912,164,8,2017
422,S17873207,Mallard,Anas platyrhynchos,2014-04-13,10:45:00,2,150,US-MO,38.6066358,-90.2582139,198,4,2014
423,S19661218,Mallard,Anas platyrhynchos,2014-09-01,09:00:00,15,120,US-MO,38.6066358,-90.2582139,43,9,2014
424,S21127561,Mallard,Anas platyrhynchos,2015-01-01,14:30:00,3,90,US-MO,38.6066358,-90.2582139,151,1,2015
425,S23175611,Mallard,Anas platyrhynchos,2015-05-02,06:50:00,1,105,US-MO,38.6066358,-90.2582139,103,5,2015
426,S36184977,Mallard,Anas platyrhynchos,2017-04-22,18:16:00,2,88,US-MO,38.6066358,-90.2582139,64,4,2017
427,S37165903,Mallard,Anas platyrhynchos,2017-05-26,18:09:00,3,69,US-MO,38.6066358,-90.2582139,79,5,2017
428,S21381789,Mallard,Anas platyrhynchos,2015-01-17,11:30:00,200,90,US-MO,38.5708329,-90.3004558,253,1,2015
429,S65566629,Mallard,Anas platyrhynchos,2020-03-08,10:28:00,2,24,US-OK,36.152075,-95.9778614,35,3,2020
430,S65902721,Mallard,Anas platyrhynchos,2020-03-17,11:41:00,2,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
431,S66184821,Mallard,Anas platyrhynchos,2020-03-24,18:09:00,2,58,US-OK,36.1431952,-95.9334761,3154,3,2020
432,S84766529,Mallard,Anas platyrhynchos,2021-04-04,11:17:00,1,32,US-OK,36.1433479,-95.9096313,37,4,2021
433,S68152310,Mallard,Anas platyrhynchos,2020-04-30,19:12:00,2,13,US-OK,36.1514978,-95.9796871,33,4,2020
434,S68100906,Mallard,Anas platyrhynchos,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
435,S68187140,Mallard,Anas platyrhynchos,2020-05-01,10:02:00,2,47,US-OK,36.1501278,-95.8943009,33,5,2020
436,S88201182,Mallard,Anas platyrhynchos,2021-05-15,13:20:00,5,72,US-OK,36.2222811,-95.9239566,33,5,2021
437,S64885073,Mallard,Anas platyrhynchos,2020-02-20,15:59:00,50,93,US-OK,36.116064,-95.98525,200,2,2020
438,S99973704,Mallard,Anas platyrhynchos,2022-01-02,16:08:00,20,25,US-OK,36.215678,-95.933325,582,1,2022
439,S51186467,Mallard,Anas platyrhynchos,2019-01-01,15:57:00,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
440,S65697899,Mallard,Anas platyrhynchos,2020-03-11,18:58:00,1,47,US-OK,36.1166302,-95.9907184,281,3,2020
441,S66376442,Mallard,Anas platyrhynchos,2020-03-29,13:51:00,2,30,US-OK,36.1431728,-96.2771857,59,3,2020
442,S64885077,Mallard,Anas platyrhynchos,2020-02-22,14:52:00,100,56,US-OK,35.813121,-95.405804,658,2,2020
443,S64885104,Mallard,Anas platyrhynchos,2020-02-22,09:33:00,3,45,US-OK,35.872406,-95.401213,153,2,2020
444,S82037948,Mallard,Anas platyrhynchos,2021-02-20,17:15:00,250,4,US-OK,35.9664503,-95.4937384,696,2,2021
4372,S18486321,American Robin,Turdus migratorius,2014-05-17,08:30:00,2,90,US-VT,43.7615212,-73.3468035,58,5,2014
4373,S37097000,American Robin,Turdus migratorius,2017-05-23,14:06:00,2,50,US-VT,44.097019,-73.342045100000007,44,5,2017
4374,S37075088,American Robin,Turdus migratorius,2017-05-22,18:17:00,2,9,US-VT,43.7829965,-73.3154315,61,5,2017
4375,S18503364,American Robin,Turdus migratorius,2014-05-20,15:00:00,4,180,US-VT,43.8264,-73.3808,66,5,2014
4376,S46841669,American Robin,Turdus migratorius,2018-06-26,07:45:00,2,120,US-VT,43.77954,-73.29591,61,6,2018
4377,S46861277,American Robin,Turdus migratorius,2018-06-28,19:00:00,3,45,US-VT,43.77954,-73.29591,45,6,2018
4378,S46841377,American Robin,Turdus migratorius,2018-06-27,17:00:00,1,20,US-VT,43.957922,-73.011348,12,6,2018
4379,S17601243,American Robin,Turdus migratorius,2014-03-25,16:30:00,4,180,US-NM,35.0990608,-106.4779472,77,3,2014
4380,S36840519,American Robin,Turdus migratorius,2017-05-13,15:40:00,2,20,US-MO,38.8861469,-92.25842,64,5,2017
4381,S111728537,American Robin,Turdus migratorius,2022-05-30,08:08:00,6,302,US-OK,36.850766,-102.8821564,100,5,2022
4382,S44577908,American Robin,Turdus migratorius,2018-04-14,15:50:00,4,208,US-MO,38.482151,-90.8242569,222,4,2018
4383,S19828501,American Robin,Turdus migratorius,2014-09-13,16:00:00,4,90,US-OH,39.1177418,-84.6995258,37,9,2014
4384,S89739368,American Robin,Turdus migratorius,2021-06-06,11:44:00,1,166,US-IL,38.7746894,-89.694683,30,6,2021
4385,S1561517,American Robin,Turdus migratorius,2004-02-10,08:15:00,2,45,US-CA,37.95743,-119.12198,9,2,2004
4386,S1612884,American Robin,Turdus migratorius,2004-02-22,10:00:00,5,105,US-CA,38.01634,-119.123795,43,2,2004
4387,S54632771,American Robin,Turdus migratorius,2019-04-06,11:20:00,3,122,US-OK,36.2081998,-96.0600758,40,4,2019
4388,S77745729,American Robin,Turdus migratorius,2020-12-20,11:59:00,4,72,US-OK,36.2081998,-96.0600758,57,12,2020
4389,S80524373,American Robin,Turdus migratorius,2021-02-06,10:33:00,1,93,US-OK,36.2081998,-96.0600758,58,2,2021
4390,S46663569,American Robin,Turdus migratorius,2018-06-19,13:57:00,3,90,US-ME,44.5898664,-70.9472501,17,6,2018
4391,S89601041,American Robin,Turdus migratorius,2021-06-04,10:56:00,3,121,US-IN,39.7967658,-86.7772937,41,6,2021
4392,S97972024,American Robin,Turdus migratorius,2021-11-23,07:29:00,2,143,US-CA,33.7477559,-116.7226084,58,11,2021
4393,S97993874,American Robin,Turdus migratorius,2021-11-23,14:11:00,1,112,US-CA,33.6612818,-116.579597,59,11,2021
4394,S18131445,American Robin,Turdus migratorius,2014-04-27,09:00:00,1,120,US-CA,32.7297356,-117.1503818,117,4,2014
4395,S41909811,American Robin,Turdus migratorius,2018-01-14,14:01:00,75,100,US-MO,38.70534,-90.74048,227,1,2018
4396,S36840471,American Robin,Turdus migratorius,2017-05-13,07:00:00,2,60,US-MO,38.6360813,-90.7679701,79,5,2017
4397,S38281523,American Robin,Turdus migratorius,2017-07-23,08:50:00,1,182,US-MO,38.6078608,-90.489826,70,7,2017
4398,S41155853,American Robin,Turdus migratorius,2017-12-17,12:40:00,8,106,US-MO,38.6228053,-90.344224,108,12,2017
4399,S43354053,American Robin,Turdus migratorius,2018-03-03,17:34:00,4,42,US-MO,38.6228053,-90.344224,72,3,2018
4400,S37773842,American Robin,Turdus migratorius,2017-06-24,11:52:00,1,79,US-MO,38.5474,-90.4319,28,6,2017
4401,S33985177,American Robin,Turdus migratorius,2017-01-28,10:00:00,25,35,US-MO,38.5786266,-90.3233192,53,1,2017
4402,S89691666,American Robin,Turdus migratorius,2021-06-05,19:41:00,3,19,US-MO,38.624097,-90.292012,7,6,2021
4403,S45195604,American Robin,Turdus migratorius,2018-05-02,19:16:00,4,28,US-MO,38.6219912,-90.275188,28,5,2018
4404,S18386525,American Robin,Turdus migratorius,2014-05-14,10:45:00,5,15,US-MO,38.637439,-90.2565372,20,5,2014
4405,S17855769,American Robin,Turdus migratorius,2014-04-12,08:45:00,50,120,US-MO,38.690995,-90.2349186,200,4,2014
4406,S17366458,American Robin,Turdus migratorius,2014-03-08,10:18:00,2,10,US-MO,38.6177423,-90.2783489,8,3,2014
4407,S17365487,American Robin,Turdus migratorius,2014-03-08,09:10:00,4,20,US-MO,38.614255,-90.2916527,84,3,2014
4408,S16536879,American Robin,Turdus migratorius,2014-01-27,14:30:00,2,45,US-MO,38.6389068,-90.2853806,275,1,2014
4409,S17223714,American Robin,Turdus migratorius,2014-02-27,08:40:00,56,45,US-MO,38.6389068,-90.2853806,237,2,2014
4410,S17294044,American Robin,Turdus migratorius,2014-03-04,08:15:00,15,45,US-MO,38.6389068,-90.2853806,92,3,2014
4411,S17324171,American Robin,Turdus migratorius,2014-03-05,08:20:00,25,50,US-MO,38.6389068,-90.2853806,167,3,2014
4412,S17334391,American Robin,Turdus migratorius,2014-03-06,08:20:00,30,55,US-MO,38.6389068,-90.2853806,214,3,2014
4413,S17345055,American Robin,Turdus migratorius,2014-03-07,08:20:00,31,55,US-MO,38.6389068,-90.2853806,276,3,2014
4414,S17377851,American Robin,Turdus migratorius,2014-03-09,15:45:00,6,80,US-MO,38.6389068,-90.2853806,118,3,2014
4415,S17410868,American Robin,Turdus migratorius,2014-03-12,08:20:00,41,45,US-MO,38.6389068,-90.2853806,257,3,2014
4416,S17437862,American Robin,Turdus migratorius,2014-03-14,08:00:00,36,60,US-MO,38.6389068,-90.2853806,181,3,2014
4417,S17543272,American Robin,Turdus migratorius,2014-03-20,09:20:00,33,80,US-MO,38.6389068,-90.2853806,102,3,2014
4418,S17716042,American Robin,Turdus migratorius,2014-04-02,16:00:00,33,40,US-MO,38.6389068,-90.2853806,134,4,2014
4419,S17760108,American Robin,Turdus migratorius,2014-04-05,18:00:00,34,30,US-MO,38.6389068,-90.2853806,145,4,2014
4420,S17798169,American Robin,Turdus migratorius,2014-04-07,18:00:00,25,45,US-MO,38.6389068,-90.2853806,96,4,2014
4421,S17841108,American Robin,Turdus migratorius,2014-04-11,09:30:00,9,60,US-MO,38.6389068,-90.2853806,103,4,2014
4422,S17891506,American Robin,Turdus migratorius,2014-04-14,09:00:00,35,90,US-MO,38.6389068,-90.2853806,203,4,2014
4423,S17931688,American Robin,Turdus migratorius,2014-04-17,08:00:00,20,120,US-MO,38.6389068,-90.2853806,307,4,2014
4424,S17944532,American Robin,Turdus migratorius,2014-04-18,08:45:00,8,10,US-MO,38.6389068,-90.2853806,45,4,2014
4425,S18038666,American Robin,Turdus migratorius,2014-04-22,18:30:00,15,75,US-MO,38.6389068,-90.2853806,76,4,2014
4426,S18164541,American Robin,Turdus migratorius,2014-05-01,08:30:00,8,60,US-MO,38.6389068,-90.2853806,91,5,2014
4427,S18284435,American Robin,Turdus migratorius,2014-05-08,08:20:00,23,90,US-MO,38.6389068,-90.2853806,130,5,2014
4428,S18301776,American Robin,Turdus migratorius,2014-05-09,08:40:00,15,0,US-MO,38.6389068,-90.2853806,28,5,2014
4429,S18767759,American Robin,Turdus migratorius,2014-06-12,08:30:00,15,60,US-MO,38.6389068,-90.2853806,77,6,2014
4430,S19781842,American Robin,Turdus migratorius,2014-09-09,08:30:00,8,45,US-MO,38.6389068,-90.2853806,74,9,2014
4431,S19854966,American Robin,Turdus migratorius,2014-09-16,18:30:00,6,45,US-MO,38.6389068,-90.2853806,58,9,2014
4432,S20016034,American Robin,Turdus migratorius,2014-10-03,08:45:00,18,45,US-MO,38.6389068,-90.2853806,189,10,2014
4433,S20047706,American Robin,Turdus migratorius,2014-10-06,08:45:00,25,60,US-MO,38.6389068,-90.2853806,105,10,2014
4434,S20893308,American Robin,Turdus migratorius,2014-12-13,10:30:00,8,120,US-MO,38.6389068,-90.2853806,144,12,2014
4435,S20987277,American Robin,Turdus migratorius,2014-12-22,09:30:00,40,60,US-MO,38.6389068,-90.2853806,177,12,2014
4436,S21095947,American Robin,Turdus migratorius,2014-12-31,08:00:00,1,120,US-MO,38.6389068,-90.2853806,322,12,2014
4437,S22257298,American Robin,Turdus migratorius,2015-03-09,13:00:00,8,20,US-MO,38.6389068,-90.2853806,51,3,2015
4438,S23465605,American Robin,Turdus migratorius,2015-05-15,18:30:00,22,30,US-MO,38.6389068,-90.2853806,104,5,2015
